Timestamp,Disease_Incidence,Disease_Prevalence,Vaccination_Rates,Health_Disparities_Region,Health_Disparities_Demographics,Environmental_Air_Quality,Environmental_Pollution,Location_Latitude,Location_Longitude
2000-11-16 00:16:23.523103,46,621,19.47,East,High Income,Moderate,Medium,33.767637,-84.323222
2000-11-17 00:16:23.523103,53,386,55.66,West,Middle Income,Unhealthy,Medium,,-84.300133
2000-11-18 00:16:23.523103,14,739,6.04,West,High Income,Unhealthy,,33.806301,-84.475137
2000-11-19 00:16:23.523103,52,993,65.68,East,Middle Income,Moderate,Low,,-84.37826
2000-11-20 00:16:23.523103,95,N/A,71.61,Not Available,Low Income,Good,Medium,33.769544,-84.404906
2000-11-21 00:16:23.523103,28,187,50.92,North,Low Income,Moderate,Medium,33.811254,-84.3535
2000-11-22 00:16:23.523103,,970,66.99,West,Low Income,Unhealthy,High,33.790862,-84.385695
2000-11-23 00:16:23.523103,14,228,20.74,,Low Income,Moderate,High,33.816278,-84.487487
2000-11-24 00:16:23.523103,22,251,70.64,East,,Good,Medium,33.813074,-84.301738
2000-11-25 00:16:23.523103,,174,85.31,Not Available,,Good,High,33.733507,-84.417194
2000-11-26 00:16:23.523103,21,202,30.83,,Low Income,Good,Not Available,33.840616,-84.440761
2000-11-27 00:16:23.523103,45,665,79.82,South,Low Income,Good,Low,33.818443,-84.413197
2000-11-28 00:16:23.523103,,811,80.98,South,Low Income,Unhealthy,Not Available,33.809673,-84.394926
2000-11-29 00:16:23.523103,3,228,,West,High Income,Unhealthy,Medium,33.824394,-84.289017
,48,716,48.58,North,Middle Income,Good,High,33.660192,-84.403284
2000-12-01 00:16:23.523103,7,941,84.38,South,Middle Income,Unhealthy,,33.81742,-84.38001
2000-12-02 00:16:23.523103,10,517,8.28,,Middle Income,Moderate,Medium,33.657503,-84.354661
2000-12-03 00:16:23.523103,47,958,47.07,,Low Income,Moderate,High,33.805499,-84.3684
2000-12-04 00:16:23.523103,75,192,43.25,,High Income,Unhealthy,,33.695532,-84.422028
2000-12-05 00:16:23.523103,57,172,57.12,West,,Good,High,33.75114,-84.405777
,66,984,67.78,North,Middle Income,Good,Low,33.729207,-84.404352
2000-12-07 00:16:23.523103,57,992,34.79,East,High Income,Good,,33.832212,-84.407085
2000-12-08 00:16:23.523103,80,906,69.25,South,Low Income,Unhealthy,Medium,33.848472,-84.339436
2000-12-09 00:16:23.523103,77,197,7.07,South,,Moderate,High,33.84008,-84.45457
2000-12-10 00:16:23.523103,,100,41.74,East,Low Income,Moderate,Not Available,,-84.375972
2000-12-11 00:16:23.523103,56,675,52.78,South,High Income,Good,Low,33.712113,-84.450492
2000-12-12 00:16:23.523103,53,909,14.29,North,,Unhealthy,,,
2000-12-13 00:16:23.523103,,222,,East,Middle Income,Moderate,,33.823188,-84.390387
,41,,20.96,West,High Income,Moderate,Low,33.710957,-84.345763
,25,168,65.67,North,Low Income,Moderate,High,33.799499,-84.319898
2000-12-16 00:16:23.523103,63,762,86.87,East,Middle Income,Not Available,Medium,33.843615,-84.474672
2000-12-17 00:16:23.523103,95,28,74.99,South,Middle Income,Not Available,High,33.742069,-84.358264
2000-12-18 00:16:23.523103,100,444,60.87,East,Low Income,Unhealthy,High,,-84.449898
2000-12-19 00:16:23.523103,57,937,62.62,North,Middle Income,Moderate,Medium,,-84.403316
2000-12-20 00:16:23.523103,,34,71.65,South,Not Available,Moderate,Low,33.66365,-84.385078
2000-12-21 00:16:23.523103,26,22,72.52,West,High Income,Good,High,33.72615,
,3,771,16.02,South,Low Income,Not Available,Not Available,33.681099,-84.297889
2000-12-23 00:16:23.523103,32,544,58.19,South,High Income,Unhealthy,Not Available,33.810139,-84.428476
2000-12-24 00:16:23.523103,20,999,87.88,North,High Income,Moderate,High,33.66123,-84.354822
2000-12-25 00:16:23.523103,75,349,90.66,Not Available,Low Income,Good,Medium,33.723481,-84.467404
2000-12-26 00:16:23.523103,82,126,38.7,West,High Income,,High,33.789118,
2000-12-27 00:16:23.523103,,747,21.74,East,Low Income,Good,Medium,33.684445,-84.484823
2000-12-28 00:16:23.523103,8,990,34.94,West,High Income,Moderate,High,33.661811,
2000-12-29 00:16:23.523103,25,672,41.66,East,Middle Income,Not Available,High,33.836119,-84.41343
2000-12-30 00:16:23.523103,57,765,48.37,West,Middle Income,Moderate,Low,33.787494,-84.469931
2000-12-31 00:16:23.523103,86,889,76.52,,Low Income,,Medium,33.770214,-84.412274
2001-01-01 00:16:23.523103,83,406,98.81,North,Middle Income,Moderate,Medium,33.798,
2001-01-02 00:16:23.523103,N/A,58,87.58,East,Middle Income,Moderate,High,33.817775,-84.46423
2001-01-03 00:16:23.523103,45,669,98.27,South,High Income,Moderate,High,33.782356,-84.459896
2001-01-04 00:16:23.523103,52,574,86.73,East,Low Income,Good,Not Available,,-84.295615
,N/A,260,88.19,Not Available,High Income,,Not Available,33.835011,-84.47689
2001-01-06 00:16:23.523103,22,588,,South,Middle Income,Unhealthy,Medium,33.82217,-84.324832
2001-01-07 00:16:23.523103,43,209,13.85,South,High Income,Unhealthy,Medium,33.744776,-84.357389
2001-01-08 00:16:23.523103,36,110,79.11,South,,Good,Medium,,-84.42928
2001-01-09 00:16:23.523103,N/A,203,78.68,East,Middle Income,Unhealthy,High,33.743255,-84.319664
2001-01-10 00:16:23.523103,17,971,N/A,North,Low Income,Moderate,Low,33.747076,-84.38115
2001-01-11 00:16:23.523103,55,,35.37,North,Middle Income,Good,Medium,33.660686,-84.483995
2001-01-12 00:16:23.523103,90,963,42.55,South,High Income,Good,Medium,33.804349,-84.306436
2001-01-13 00:16:23.523103,60,847,0.04,South,Middle Income,Moderate,High,33.76326,-84.468729
2001-01-14 00:16:23.523103,28,,2.53,West,High Income,Moderate,Low,33.749521,-84.40276
2001-01-15 00:16:23.523103,76,622,79.83,South,Low Income,Good,High,33.719824,-84.403844
,,94,1.15,East,High Income,Unhealthy,High,33.663559,-84.333636
2001-01-17 00:16:23.523103,0,499,21.35,West,,Moderate,Medium,33.721842,-84.301602
2001-01-18 00:16:23.523103,4,970,N/A,North,High Income,Unhealthy,Medium,33.84007,-84.404856
2001-01-19 00:16:23.523103,11,61,31.35,South,Middle Income,Unhealthy,High,33.654869,-84.447801
2001-01-20 00:16:23.523103,55,156,44.05,South,Middle Income,Not Available,Low,33.83176,-84.426327
2001-01-21 00:16:23.523103,86,,,East,Middle Income,Good,,33.674932,-84.441711
2001-01-22 00:16:23.523103,,,75.31,West,Middle Income,Good,Medium,33.778387,-84.3725
2001-01-23 00:16:23.523103,16,,38.42,,Middle Income,Moderate,Low,33.78498,-84.29536
2001-01-24 00:16:23.523103,82,489,10.79,West,High Income,,High,33.824119,-84.410048
2001-01-25 00:16:23.523103,61,272,99.99,South,Low Income,Unhealthy,Not Available,33.660794,-84.470161
2001-01-26 00:16:23.523103,42,22,93.35,,Middle Income,Moderate,High,33.70475,-84.359223
2001-01-27 00:16:23.523103,72,163,9.58,East,Middle Income,Moderate,High,33.769263,-84.352842
2001-01-28 00:16:23.523103,75,743,88.32,Not Available,Low Income,Moderate,High,,-84.436678
2001-01-29 00:16:23.523103,65,846,64.39,South,Low Income,Unhealthy,High,33.779754,-84.394803
2001-01-30 00:16:23.523103,64,710,43.43,Not Available,High Income,Good,High,33.829861,-84.31154
2001-01-31 00:16:23.523103,71,507,93.9,North,High Income,Good,Low,33.807075,
2001-02-01 00:16:23.523103,N/A,819,53.52,North,Middle Income,Not Available,High,33.655482,-84.4619
2001-02-02 00:16:23.523103,36,,N/A,West,High Income,Good,High,33.841479,-84.471868
2001-02-03 00:16:23.523103,70,207,89.98,West,Middle Income,Not Available,Medium,33.771908,-84.343113
2001-02-04 00:16:23.523103,97,133,91.19,Not Available,Middle Income,Unhealthy,Low,33.659049,-84.35964
2001-02-05 00:16:23.523103,91,673,,,Low Income,Unhealthy,Medium,33.789758,-84.323555
2001-02-06 00:16:23.523103,16,804,87.24,South,Not Available,Moderate,Low,33.669119,-84.398996
2001-02-07 00:16:23.523103,87,587,26.11,South,,Good,Medium,33.743954,-84.354282
2001-02-08 00:16:23.523103,66,41,20.38,West,High Income,Good,High,33.797373,-84.365544
2001-02-09 00:16:23.523103,,439,85.71,North,Low Income,Not Available,Medium,33.732207,-84.325355
2001-02-10 00:16:23.523103,61,415,83.48,West,Low Income,,,33.664502,-84.309873
2001-02-11 00:16:23.523103,78,692,N/A,South,High Income,Good,Not Available,33.702943,-84.426123
2001-02-12 00:16:23.523103,2,912,90.95,East,Low Income,Good,,33.667521,-84.419244
2001-02-13 00:16:23.523103,53,409,92.53,,Low Income,,Low,33.762663,-84.343285
2001-02-14 00:16:23.523103,97,787,59.53,West,Low Income,Unhealthy,High,33.774439,-84.427944
2001-02-15 00:16:23.523103,50,,86.13,East,Low Income,Good,Medium,33.679211,-84.311386
2001-02-16 00:16:23.523103,19,868,97.1,East,Middle Income,Good,High,,
2001-02-17 00:16:23.523103,,198,94.45,East,Middle Income,Unhealthy,Medium,33.847444,-84.397795
2001-02-18 00:16:23.523103,,,,,Middle Income,,High,33.786629,-84.301129
,52,178,41.42,West,,Good,Medium,33.662147,-84.44473
2001-02-20 00:16:23.523103,39,312,41.41,North,High Income,Good,High,33.796545,-84.40998
2001-02-21 00:16:23.523103,92,731,96.61,West,Middle Income,,Medium,33.811606,-84.297725
2001-02-22 00:16:23.523103,56,207,11.79,West,Low Income,Good,High,33.659851,-84.41267
2001-02-23 00:16:23.523103,77,858,81.04,South,Not Available,Moderate,High,33.666144,-84.307532
2001-02-24 00:16:23.523103,7,51,98.0,South,Not Available,Not Available,Medium,33.721137,-84.386522
2001-02-25 00:16:23.523103,N/A,355,96.06,Not Available,Middle Income,Moderate,Low,33.80074,-84.484978
2001-02-26 00:16:23.523103,93,314,33.4,East,Middle Income,Good,,33.773754,-84.302587
2001-02-27 00:16:23.523103,53,765,1.58,,High Income,Unhealthy,Medium,,-84.433988
2001-02-28 00:16:23.523103,N/A,218,57.74,,Middle Income,Good,High,33.836576,-84.372104
,78,199,32.16,,Low Income,Moderate,Medium,,-84.393586
2001-03-02 00:16:23.523103,44,831,71.49,Not Available,Not Available,Good,Low,33.70854,-84.353764
2001-03-03 00:16:23.523103,N/A,998,50.45,South,High Income,,High,33.666339,-84.420771
2001-03-04 00:16:23.523103,83,365,,West,High Income,Good,High,33.716334,-84.317446
2001-03-05 00:16:23.523103,52,403,63.15,,,Moderate,Medium,,-84.356545
2001-03-06 00:16:23.523103,22,171,45.46,East,Middle Income,Moderate,High,,-84.290889
2001-03-07 00:16:23.523103,80,49,29.95,South,Middle Income,Moderate,High,33.719386,-84.46872
2001-03-08 00:16:23.523103,40,154,16.17,South,High Income,Moderate,Not Available,33.708936,-84.376246
2001-03-09 00:16:23.523103,,388,59.22,,Middle Income,Good,High,,-84.408073
,42,940,56.65,Not Available,Low Income,,Low,33.77784,-84.422246
2001-03-11 00:16:23.523103,47,799,16.76,South,High Income,Unhealthy,Medium,33.812334,
2001-03-12 00:16:23.523103,21,,69.98,West,Middle Income,Good,,33.837681,-84.461775
2001-03-13 00:16:23.523103,47,,79.05,East,,Unhealthy,Low,33.789818,
2001-03-14 00:16:23.523103,23,531,28.91,South,Not Available,Good,High,33.76347,-84.456273
2001-03-15 00:16:23.523103,27,698,71.57,West,Middle Income,Unhealthy,High,,
2001-03-16 00:16:23.523103,,495,64.19,West,Middle Income,Unhealthy,High,33.768549,-84.326582
2001-03-17 00:16:23.523103,9,861,,East,,,Low,33.757152,-84.313009
2001-03-18 00:16:23.523103,51,238,32.25,North,Middle Income,Good,Low,33.783402,-84.467866
2001-03-19 00:16:23.523103,26,513,40.52,North,Low Income,Good,Medium,33.711321,-84.295315
2001-03-20 00:16:23.523103,42,863,92.14,,Low Income,Unhealthy,,33.827465,-84.472617
2001-03-21 00:16:23.523103,89,542,N/A,South,High Income,Good,Low,33.815861,-84.407389
2001-03-22 00:16:23.523103,27,849,40.45,East,High Income,,Low,33.718339,-84.302783
2001-03-23 00:16:23.523103,71,809,58.34,North,Low Income,Moderate,Medium,,-84.383599
2001-03-24 00:16:23.523103,36,420,72.4,South,High Income,Good,High,33.692555,-84.307326
2001-03-25 00:16:23.523103,86,565,88.15,South,Low Income,Unhealthy,High,33.8006,-84.337062
2001-03-26 00:16:23.523103,20,918,50.53,South,High Income,Unhealthy,Medium,33.777251,-84.476668
2001-03-27 00:16:23.523103,80,406,81.24,West,Middle Income,Moderate,Medium,33.731195,-84.416557
2001-03-28 00:16:23.523103,37,,,,Middle Income,Good,High,33.774784,-84.395307
2001-03-29 00:16:23.523103,100,607,65.77,East,Low Income,Good,Low,33.797197,-84.344718
2001-03-30 00:16:23.523103,62,714,90.11,South,High Income,Moderate,High,,-84.383102
,21,688,37.22,South,Low Income,Good,Medium,33.832817,
2001-04-01 00:16:23.523103,74,804,51.36,North,,Unhealthy,High,33.815808,-84.438558
2001-04-02 00:16:23.523103,48,81,37.92,East,High Income,Moderate,Medium,33.802521,-84.310656
2001-04-03 00:16:23.523103,84,885,11.39,North,Middle Income,Good,High,,
2001-04-04 00:16:23.523103,76,N/A,,South,Low Income,Unhealthy,High,33.835008,-84.473749
,97,,91.57,North,Low Income,Good,Low,33.817531,-84.35874
2001-04-06 00:16:23.523103,44,553,88.37,West,Low Income,Unhealthy,,33.738774,
,,1,96.61,East,Low Income,Moderate,Medium,33.758069,-84.335609
2001-04-08 00:16:23.523103,70,11,,West,High Income,Good,Medium,33.813198,-84.481432
2001-04-09 00:16:23.523103,12,213,66.57,West,High Income,Good,Low,33.713073,-84.442773
2001-04-10 00:16:23.523103,94,30,29.34,South,High Income,Good,High,,-84.48485
2001-04-11 00:16:23.523103,,621,51.49,West,Not Available,,Medium,33.798087,-84.393339
2001-04-12 00:16:23.523103,28,698,88.33,South,Low Income,Not Available,Medium,,-84.365034
2001-04-13 00:16:23.523103,51,817,43.7,West,Low Income,,Low,33.765471,-84.481919
,23,829,56.52,South,Low Income,Good,Medium,33.737538,-84.408858
,78,150,34.49,East,High Income,Unhealthy,Medium,33.719802,-84.350937
,89,368,78.64,West,Middle Income,Not Available,High,33.816174,-84.414574
2001-04-17 00:16:23.523103,27,304,30.17,South,Middle Income,Moderate,High,33.779046,-84.355721
2001-04-18 00:16:23.523103,62,758,0.66,West,Middle Income,Good,Low,33.804522,-84.401485
2001-04-19 00:16:23.523103,8,978,39.38,East,Middle Income,Good,Medium,33.740255,-84.355156
2001-04-20 00:16:23.523103,57,601,57.82,West,Middle Income,Unhealthy,,33.787653,
,71,787,17.73,North,Middle Income,Not Available,Medium,33.656904,-84.428375
2001-04-22 00:16:23.523103,78,,71.08,North,High Income,Good,Low,33.772607,-84.35374
2001-04-23 00:16:23.523103,36,151,8.35,West,Low Income,,High,,-84.317946
2001-04-24 00:16:23.523103,43,816,44.32,East,Not Available,Moderate,Low,33.756604,-84.310802
2001-04-25 00:16:23.523103,N/A,526,33.33,West,Low Income,Unhealthy,Low,33.676355,-84.460623
,71,546,93.61,East,Middle Income,Good,,33.815171,-84.315999
2001-04-27 00:16:23.523103,7,325,99.39,East,Low Income,Moderate,High,33.82804,
2001-04-28 00:16:23.523103,44,503,21.81,West,,,Low,33.797743,-84.302338
2001-04-29 00:16:23.523103,100,786,61.28,West,Middle Income,Moderate,,,-84.439553
2001-04-30 00:16:23.523103,26,474,87.55,North,Low Income,,,33.797157,-84.41321
2001-05-01 00:16:23.523103,49,671,0.39,West,Low Income,Moderate,High,33.784365,-84.407233
2001-05-02 00:16:23.523103,25,654,24.29,West,Middle Income,,Medium,33.771608,-84.371903
,11,513,22.17,North,Low Income,Moderate,Low,33.658576,-84.311738
2001-05-04 00:16:23.523103,49,332,10.95,East,Middle Income,Unhealthy,High,33.764081,-84.34374
2001-05-05 00:16:23.523103,,585,60.37,East,High Income,,Low,33.690484,-84.297746
2001-05-06 00:16:23.523103,N/A,573,81.69,East,High Income,Unhealthy,High,33.784841,-84.417764
2001-05-07 00:16:23.523103,42,44,83.95,East,Middle Income,Moderate,Low,33.766678,-84.465927
2001-05-08 00:16:23.523103,52,968,51.04,South,High Income,,Low,33.837945,-84.416075
,32,N/A,73.43,East,Not Available,Good,High,33.80888,-84.320633
2001-05-10 00:16:23.523103,,737,21.25,North,Middle Income,Unhealthy,Medium,33.77377,-84.431182
2001-05-11 00:16:23.523103,2,441,,West,Low Income,Unhealthy,High,33.767584,-84.418728
2001-05-12 00:16:23.523103,N/A,622,97.42,East,Middle Income,Moderate,Medium,33.655342,-84.316799
2001-05-13 00:16:23.523103,29,898,84.18,West,Middle Income,Unhealthy,High,,
2001-05-14 00:16:23.523103,5,235,79.41,,,Unhealthy,Not Available,33.665095,-84.311077
2001-05-15 00:16:23.523103,0,571,33.53,South,Middle Income,Good,High,33.778815,-84.359727
2001-05-16 00:16:23.523103,,N/A,17.35,,Not Available,Moderate,,33.731543,-84.357686
2001-05-17 00:16:23.523103,37,274,N/A,West,,Good,Not Available,,-84.346377
2001-05-18 00:16:23.523103,67,795,N/A,East,Middle Income,,High,33.826911,-84.339304
2001-05-19 00:16:23.523103,33,179,72.23,East,Low Income,Unhealthy,Medium,33.848202,-84.439653
2001-05-20 00:16:23.523103,87,N/A,46.55,South,Low Income,Unhealthy,Medium,33.665548,-84.392264
2001-05-21 00:16:23.523103,19,184,36.46,West,Low Income,Good,,,-84.43529
2001-05-22 00:16:23.523103,28,548,33.01,South,Not Available,Moderate,Low,33.717229,-84.317084
2001-05-23 00:16:23.523103,50,699,48.29,West,Low Income,Moderate,Low,33.738732,-84.338239
2001-05-24 00:16:23.523103,,924,,East,Not Available,Good,Medium,33.758772,-84.44557
2001-05-25 00:16:23.523103,19,813,75.72,North,Middle Income,Unhealthy,Low,33.659353,-84.460236
2001-05-26 00:16:23.523103,80,942,N/A,Not Available,High Income,Unhealthy,High,33.776107,-84.38145
2001-05-27 00:16:23.523103,9,41,46.83,East,Low Income,Moderate,Medium,33.653513,-84.394591
2001-05-28 00:16:23.523103,13,479,88.36,West,Middle Income,Moderate,Medium,33.826415,-84.317766
2001-05-29 00:16:23.523103,95,857,33.83,East,Low Income,Good,Medium,33.774374,-84.441637
2001-05-30 00:16:23.523103,22,103,94.93,Not Available,Not Available,Good,,33.789699,-84.31913
2001-05-31 00:16:23.523103,,4,78.12,North,Low Income,Moderate,Medium,33.690712,-84.445894
2001-06-01 00:16:23.523103,95,N/A,91.68,West,Middle Income,Moderate,Low,33.84652,-84.383274
2001-06-02 00:16:23.523103,19,430,73.63,West,High Income,Good,Medium,33.746214,-84.393754
2001-06-03 00:16:23.523103,13,584,5.52,West,Low Income,,Medium,,-84.350109
2001-06-04 00:16:23.523103,14,420,38.71,North,Low Income,Good,Low,33.769115,-84.355219
2001-06-05 00:16:23.523103,,264,28.65,North,Middle Income,Moderate,Low,33.746013,-84.399294
2001-06-06 00:16:23.523103,23,9,94.34,East,Low Income,,Low,33.696016,-84.457008
2001-06-07 00:16:23.523103,,550,78.76,West,Middle Income,Unhealthy,Low,33.667454,-84.381077
2001-06-08 00:16:23.523103,68,428,,West,High Income,Unhealthy,High,33.820277,-84.307071
,69,495,73.15,West,High Income,Moderate,High,33.705975,-84.387238
2001-06-10 00:16:23.523103,38,332,42.73,North,High Income,Good,Not Available,33.720264,-84.444656
,14,,65.44,South,High Income,Moderate,High,,-84.398453
2001-06-12 00:16:23.523103,99,130,18.15,East,Not Available,Moderate,High,33.678405,
,36,231,83.34,South,Low Income,Unhealthy,,33.664155,-84.457956
2001-06-14 00:16:23.523103,87,N/A,25.18,South,Low Income,Good,Medium,33.686498,-84.386711
2001-06-15 00:16:23.523103,17,317,10.79,East,Not Available,Unhealthy,High,33.730156,-84.437508
2001-06-16 00:16:23.523103,64,835,,East,High Income,Good,High,33.833605,
2001-06-17 00:16:23.523103,,751,21.59,East,Low Income,Good,Low,33.802048,-84.389085
2001-06-18 00:16:23.523103,28,N/A,41.53,East,Middle Income,Good,Low,,-84.319719
2001-06-19 00:16:23.523103,36,76,41.37,,Low Income,Unhealthy,High,33.763193,-84.405787
,5,772,74.63,,Middle Income,,High,,-84.35219
2001-06-21 00:16:23.523103,2,14,N/A,West,High Income,Moderate,Medium,33.673237,
,15,,63.13,North,Middle Income,Unhealthy,,33.838785,-84.469927
2001-06-23 00:16:23.523103,38,997,92.24,South,Low Income,Not Available,Medium,33.674438,-84.368807
2001-06-24 00:16:23.523103,29,N/A,54.54,South,Not Available,Good,Medium,33.658739,-84.366086
,95,392,32.55,West,Not Available,Moderate,Low,33.701255,-84.457085
2001-06-26 00:16:23.523103,42,38,96.24,North,Low Income,Moderate,Low,33.722238,-84.477231
2001-06-27 00:16:23.523103,13,66,22.41,South,High Income,Unhealthy,High,33.771857,-84.347088
,40,584,30.34,,High Income,Good,Low,,-84.384278
2001-06-29 00:16:23.523103,N/A,171,23.58,Not Available,High Income,Good,High,33.686971,-84.41796
2001-06-30 00:16:23.523103,21,N/A,54.49,South,Middle Income,Moderate,High,33.662593,-84.340061
2001-07-01 00:16:23.523103,87,612,39.6,South,Middle Income,Good,Low,33.800182,-84.444235
2001-07-02 00:16:23.523103,61,118,50.96,South,Not Available,Moderate,Medium,33.656019,-84.479046
,17,928,65.11,West,Middle Income,Good,Low,33.662987,-84.355834
2001-07-04 00:16:23.523103,N/A,,69.46,West,,Unhealthy,High,33.753653,-84.396579
2001-07-05 00:16:23.523103,,156,59.83,North,High Income,Moderate,Medium,33.725636,-84.457811
2001-07-06 00:16:23.523103,3,,86.99,West,Middle Income,Moderate,Low,33.803119,-84.404497
2001-07-07 00:16:23.523103,11,87,,East,High Income,Moderate,High,,-84.474174
2001-07-08 00:16:23.523103,47,671,32.78,,High Income,Unhealthy,Low,33.739691,-84.447508
2001-07-09 00:16:23.523103,77,920,N/A,East,High Income,Unhealthy,Not Available,,-84.357124
2001-07-10 00:16:23.523103,52,846,29.04,East,Middle Income,,High,,-84.478454
2001-07-11 00:16:23.523103,87,760,51.39,South,Middle Income,Moderate,,33.846745,-84.450021
2001-07-12 00:16:23.523103,93,405,99.92,East,,,Medium,,-84.43712
2001-07-13 00:16:23.523103,60,324,68.96,West,,Moderate,Medium,33.657773,-84.443659
2001-07-14 00:16:23.523103,45,N/A,83.75,North,High Income,Not Available,High,33.686108,-84.300708
2001-07-15 00:16:23.523103,77,541,12.37,South,Low Income,Moderate,Medium,33.778897,-84.372977
2001-07-16 00:16:23.523103,44,725,9.15,North,,Unhealthy,Low,33.82356,-84.335528
2001-07-17 00:16:23.523103,87,522,98.88,West,High Income,,Medium,33.84437,-84.30765
2001-07-18 00:16:23.523103,40,,96.51,East,High Income,Moderate,Not Available,33.716663,-84.475147
2001-07-19 00:16:23.523103,56,487,56.29,Not Available,Middle Income,,Not Available,33.734938,-84.319791
2001-07-20 00:16:23.523103,8,520,52.31,East,High Income,Unhealthy,Medium,33.794009,-84.400124
2001-07-21 00:16:23.523103,,341,75.03,North,,Moderate,Medium,33.672516,-84.336559
2001-07-22 00:16:23.523103,40,791,21.22,West,Low Income,Moderate,Medium,33.692317,
2001-07-23 00:16:23.523103,63,375,56.57,West,Middle Income,Good,Low,33.738123,
2001-07-24 00:16:23.523103,0,962,25.94,North,High Income,Moderate,Medium,33.794922,-84.357168
2001-07-25 00:16:23.523103,32,983,27.25,North,Not Available,Not Available,High,33.7275,-84.44143
2001-07-26 00:16:23.523103,55,904,57.44,,Not Available,Moderate,Medium,33.697802,-84.446647
2001-07-27 00:16:23.523103,96,294,,East,High Income,Not Available,Medium,33.835457,-84.346417
,41,243,26.92,East,Low Income,Unhealthy,Low,33.680135,-84.469085
2001-07-29 00:16:23.523103,45,277,69.66,North,Not Available,Good,Medium,33.719392,-84.475028
2001-07-30 00:16:23.523103,80,44,97.76,East,High Income,Moderate,,33.751847,-84.487981
2001-07-31 00:16:23.523103,,N/A,N/A,North,Low Income,Moderate,High,,-84.428209
2001-08-01 00:16:23.523103,51,27,68.4,,High Income,Unhealthy,High,33.695179,-84.487745
,56,253,12.24,South,Low Income,Moderate,,33.683761,-84.454545
2001-08-03 00:16:23.523103,13,904,50.32,North,High Income,Unhealthy,,33.842483,-84.365106
2001-08-04 00:16:23.523103,19,,0.43,West,,Moderate,Low,33.807144,-84.436067
2001-08-05 00:16:23.523103,90,595,39.67,North,Low Income,Not Available,High,33.712924,
2001-08-06 00:16:23.523103,92,252,52.56,North,Middle Income,,Low,,-84.46056
2001-08-07 00:16:23.523103,N/A,,64.6,East,High Income,Good,High,,-84.292456
2001-08-08 00:16:23.523103,16,,68.23,North,Low Income,Moderate,Low,,-84.361158
2001-08-09 00:16:23.523103,,,66.12,South,High Income,Not Available,Low,33.756658,-84.309212
2001-08-10 00:16:23.523103,86,60,46.36,North,Middle Income,Unhealthy,Low,33.822849,-84.417411
,,431,8.29,North,Middle Income,Good,Low,,-84.356945
2001-08-12 00:16:23.523103,N/A,,58.23,West,Low Income,Unhealthy,Not Available,33.677906,-84.387937
2001-08-13 00:16:23.523103,40,776,82.3,South,High Income,,Not Available,,-84.316625
2001-08-14 00:16:23.523103,73,954,73.99,South,Middle Income,Moderate,Low,33.822077,-84.479613
2001-08-15 00:16:23.523103,70,825,11.55,South,Not Available,Moderate,High,33.707649,-84.332812
2001-08-16 00:16:23.523103,92,831,11.4,South,High Income,Good,High,33.727721,-84.386186
2001-08-17 00:16:23.523103,97,390,31.54,East,High Income,Good,Low,33.842778,
2001-08-18 00:16:23.523103,91,450,65.86,West,Low Income,Good,,,-84.411619
2001-08-19 00:16:23.523103,35,685,19.1,North,High Income,Moderate,Low,33.678826,-84.410768
2001-08-20 00:16:23.523103,N/A,830,52.4,,High Income,Good,High,,-84.364809
2001-08-21 00:16:23.523103,,814,0.69,East,,,Low,33.749317,-84.417809
2001-08-22 00:16:23.523103,22,633,44.07,West,Low Income,Moderate,High,33.727485,-84.484426
2001-08-23 00:16:23.523103,,554,0.51,North,Low Income,,High,33.767267,-84.321006
2001-08-24 00:16:23.523103,70,N/A,62.9,South,Low Income,,High,33.698378,-84.299223
2001-08-25 00:16:23.523103,55,499,N/A,West,High Income,Moderate,Medium,33.770008,-84.454022
2001-08-26 00:16:23.523103,,109,,East,Low Income,Not Available,High,33.800999,-84.433927
,63,603,42.44,East,,Unhealthy,High,33.696388,-84.420159
2001-08-28 00:16:23.523103,,N/A,28.56,North,Middle Income,Good,High,33.688114,
2001-08-29 00:16:23.523103,57,600,33.54,South,Low Income,Good,High,33.758858,-84.32801
2001-08-30 00:16:23.523103,65,680,36.13,Not Available,High Income,Good,High,33.655417,-84.407559
2001-08-31 00:16:23.523103,71,739,,South,Middle Income,Moderate,Low,33.66888,-84.387738
2001-09-01 00:16:23.523103,98,N/A,27.23,North,Middle Income,Unhealthy,High,33.790831,-84.485257
2001-09-02 00:16:23.523103,36,,67.21,West,Middle Income,Moderate,High,33.811232,-84.346594
2001-09-03 00:16:23.523103,47,443,91.81,North,Low Income,Good,Low,33.755339,
2001-09-04 00:16:23.523103,24,741,95.11,West,Low Income,,Low,33.717313,-84.444126
2001-09-05 00:16:23.523103,64,366,88.14,South,High Income,Moderate,High,33.768125,-84.32675
2001-09-06 00:16:23.523103,77,N/A,17.91,South,Low Income,Good,Low,33.655665,-84.3598
2001-09-07 00:16:23.523103,,,60.32,West,Low Income,Unhealthy,Not Available,33.758649,-84.387731
2001-09-08 00:16:23.523103,46,,23.73,South,Low Income,Good,Medium,,-84.403059
2001-09-09 00:16:23.523103,62,449,,North,High Income,Unhealthy,Low,33.831607,-84.31673
2001-09-10 00:16:23.523103,,925,91.94,North,Low Income,,High,33.797859,-84.303652
,N/A,904,64.09,South,Low Income,Good,Low,33.706078,-84.431994
2001-09-12 00:16:23.523103,,198,39.31,East,Middle Income,Moderate,High,33.77854,-84.314046
